0, 2903, 138, -1.16839, 1.50668, -0, 0
0, 2903, 138, -1.16821, 1.50982, -0, 0
0, 2902, 138, -1.16836, 1.50894, -0, 0
0, 2902, 138, -1.16839, 1.50918, -0, 0
0, 2903, 138, -1.16813, 1.51062, -0, 0
0, 2902, 138, -1.16737, 1.50959, -0, 0
0, 2903, 138, -1.16745, 1.50871, -0, 0
0, 2903, 138, -1.16747, 1.50861, -0, 0
0, 2902, 138, -1.16758, 1.50775, -0, 0
0, 2902, 138, -1.16767, 1.5094, -0, 0
0, 2902, 138, -1.16778, 1.50863, -0, 0
0, 2902, 138, -1.16778, 1.50895, -0, 0
0, 2902, 138, -1.16798, 1.50793, -0, 0
0, 2902, 138, -1.16816, 1.50704, -0, 0
0, 2902, 138, -1.16812, 1.50972, -0, 0
0, 2903, 138, -1.16828, 1.50898, -0, 0
0, 2902, 138, -1.16824, 1.50935, -0, 0
0, 2902, 138, -1.16815, 1.51103, -0, 0
0, 2903, 138, -1.16814, 1.51194, -0, 0
0, 2902, 138, -1.1683, 1.51139, -0, 0
0, 2902, 138, -1.16845, 1.51076, -0, 0
0, 2903, 138, -1.1684, 1.51301, -0, 0
0, 2902, 138, -1.16862, 1.51237, -0, 0
0, 2902, 138, -1.16836, 1.51311, -0, 0
0, 2903, 138, -1.16855, 1.51262, -0, 0
0, 2902, 138, -1.16873, 1.51205, -0, 0
0, 2903, 138, -1.16857, 1.51219, -0, 0
0, 2903, 138, -1.16829, 1.51176, -0, 0
0, 2902, 138, -1.1684, 1.51106, -0, 0
0, 2903, 138, -1.16802, 1.51179, -0, 0
0, 2903, 138, -1.16811, 1.51113, -0, 0
0, 2904, 138, -1.1682, 1.51038, -0, 0
0, 2904, 138, -1.1681, 1.51113, -0, 0
0, 2904, 138, -1.16818, 1.51036, -0, 0
0, 2904, 138, -1.1678, 1.51113, -0, 0
0, 2903, 137, -1.16762, 1.51085, -0, 0
0, 2901, 137, -1.1645, 1.50999, -0, 0
0, 2894, 129, -1.15488, 1.50942, -0, 0
0, 2892, 126, -1.14795, 1.5074, -0.000555556, 0
0, 2891, 126, -1.15887, 1.50859, -0.000555556, 0
0, 2893, 124, -1.15606, 1.50809, -0, 0
0, 2893, 189, -1.14399, 1.51046, -0, 0
0, 2892, 189, -1.13733, 1.50959, -0, 0
1, 2892, 157, -1.12927, 1.50745, -0.000555556, 0
1, 2890, 157, -1.13413, 1.50776, -0, 0
1, 2890, 160, -1.12661, 1.50671, -0, 0
1, 2889, 152, -1.09328, 1.51161, -0, 0
1, 2887, 152, -1.08063, 1.51259, -0, 0
1, 2887, 160, -1.08677, 1.51187, -0.000555556, 0
1, 2888, 160, -1.04526, 1.51348, -0.000555556, 0
1, 2889, 160, -1.03092, 1.51294, -0, 0
1, 2886, 165, -1.03129, 1.51486, -0, 0
1, 2884, 177, -1.01906, 1.51448, -0, 0
1, 2882, 177, -1.01119, 1.5145, -0.000555556, 0
1, 2888, 119, -0.98206, 1.51804, 0.000555556, 0
1, 2893, 119, -0.964223, 1.51428, 0.00166667, 0
1, 2897, 131, -0.975645, 1.51222, 0.00222222, 0
1, 2902, 127, -0.98516, 1.51243, 0.00166667, 0
1, 2905, 127, -0.95425, 1.52401, 0.00166667, 0
1, 2906, 127, -0.94232, 1.52714, 0.00166667, 0
1, 2903, 127, -0.930309, 1.5329, 0.00166667, 0
1, 2888, 127, -0.920913, 1.53249, 0.00166667, 0
